,job_label,skills,file_label
55,Mechanical Engineer,"[{'skill': 'Knowledge of software / computer: Auto CAD', 'score': 80}, {'skill': 'MSCIT', 'score': 20}, {'skill': 'CNC Programming (Fanuc Series)', 'score': 80}, {'skill': 'Industrial Training', 'score': 80}, {'skill': 'AUTO CAD', 'score': 20}, {'skill': 'AUTOMOTIVE', 'score': 20}, {'skill': 'AUTOMOTIVE CNC', 'score': 20}, {'skill': 'CAD', 'score': 20}, {'skill': 'CNC', 'score': 20}, {'skill': 'Machine Assembly Disassembly', 'score': 20}, {'skill': 'Design and fabrication of machines', 'score': 80}, {'skill': 'Paddle operated machinery', 'score': 20}]",none
56,Mechanical Engineer,"[{'skill': 'Leadership', 'score': 80}, {'skill': 'Event Management', 'score': 80}]",none
57,Mechanical Engineer,"[{'skill': 'Microsoft Office', 'score': 80}, {'skill': 'AutoCAD', 'score': 80}, {'skill': '3D Modeling Software', 'score': 80}, {'skill': 'Mechanical Engineering', 'score': 100}, {'skill': 'Project Management', 'score': 80}, {'skill': 'Negotiation', 'score': 80}, {'skill': 'Supply Chain Management', 'score': 80}, {'skill': 'Technical Writing', 'score': 80}, {'skill': 'Cost Estimation', 'score': 80}, {'skill': 'Procurement', 'score': 80}]",none
58,Mechanical Engineer,"[{'skill': 'Mechanical Engineering', 'score': 100}, {'skill': 'AutoCAD', 'score': 80}, {'skill': 'Microsoft Office (Word, Excel)', 'score': 80}, {'skill': '3D Modeling Software', 'score': 80}, {'skill': 'Project Management', 'score': 80}, {'skill': 'Marketing', 'score': 20}, {'skill': 'Pneumatic Automation Products', 'score': 80}, {'skill': 'Valves and Actuators Sizing', 'score': 80}, {'skill': 'Procurement', 'score': 80}, {'skill': 'Vendor Development', 'score': 80}]",none
59,Mechanical Engineer,"[{'skill': 'Autocad', 'score': 80}, {'skill': 'Catia V5', 'score': 100}, {'skill': 'MS office', 'score': 80}, {'skill': 'ProE', 'score': 0}]",none
60,Java Developer,"[{'skill': 'SpringMVC', 'score': 80}, {'skill': 'Hibernate', 'score': 0}, {'skill': 'JDBC', 'score': 0}, {'skill': 'Java', 'score': 80}, {'skill': 'J2EE', 'score': 80}, {'skill': 'Ajax', 'score': 80}, {'skill': 'HTML', 'score': 80}, {'skill': 'MySQL', 'score': 80}, {'skill': 'MsSQL', 'score': 80}, {'skill': 'Javascript', 'score': 80}, {'skill': 'Ionic 3', 'score': 80}, {'skill': 'Angular JS', 'score': 80}]",none
61,Java Developer,"[{'skill': 'C++', 'score': 20}, {'skill': 'c', 'score': 20}, {'skill': 'JAVA', 'score': 80}, {'skill': 'DS', 'score': 20}, {'skill': 'Jdbc', 'score': 100}, {'skill': 'Hibernate', 'score': 20}, {'skill': 'Java J2Ee', 'score': 20}, {'skill': 'Javascript', 'score': 20}, {'skill': 'JQuery', 'score': 20}, {'skill': 'Ajax', 'score': 20}]",none
62,Java Developer,"[{'skill': 'Java', 'score': 80}, {'skill': 'Hibernate', 'score': 80}, {'skill': 'JSP', 'score': 80}, {'skill': 'Servlet', 'score': 80}, {'skill': 'MySQL', 'score': 80}, {'skill': 'Visual Basic 6.0', 'score': 20}, {'skill': 'UML', 'score': 20}, {'skill': 'Packet Tracer', 'score': 20}, {'skill': 'Core Java', 'score': 20}, {'skill': 'Advance Java', 'score': 20}, {'skill': 'SQL', 'score': 20}]",none
63,Java Developer,"[{'skill': 'Java', 'score': 80}, {'skill': 'SQL', 'score': 80}, {'skill': 'PL/SQL', 'score': 80}, {'skill': 'C', 'score': 80}, {'skill': 'C++', 'score': 80}, {'skill': 'BootStrap', 'score': 20}, {'skill': 'JSP', 'score': 20}, {'skill': 'Ext JS', 'score': 20}, {'skill': 'Eclipse', 'score': 80}, {'skill': 'Toad', 'score': 80}, {'skill': 'SoapBox', 'score': 80}, {'skill': 'Postman', 'score': 80}, {'skill': 'Oracle', 'score': 80}, {'skill': 'MS-SQL', 'score': 80}, {'skill': 'MS-Access', 'score': 20}, {'skill': 'MS-Excel', 'score': 20}]",none
64,Java Developer,"[{'skill': 'c++', 'score': 80}, {'skill': 'c', 'score': 80}, {'skill': 'JAVA', 'score': 80}, {'skill': 'DS', 'score': 80}, {'skill': 'Jdbc', 'score': 100}, {'skill': 'Hibernate', 'score': 80}, {'skill': 'Java J2Ee', 'score': 80}, {'skill': 'Javascript', 'score': 80}, {'skill': 'JQuery', 'score': 80}, {'skill': 'Ajax', 'score': 80}]",none
65,Java Developer,"[{'skill': 'Java', 'score': 80}, {'skill': 'J2EE', 'score': 80}, {'skill': 'Spring', 'score': 80}, {'skill': 'Hibernate', 'score': 80}, {'skill': 'PostgresSql Database', 'score': 80}, {'skill': 'Functional Testing', 'score': 80}, {'skill': 'Manual Testing', 'score': 80}, {'skill': 'Angular', 'score': 80}, {'skill': 'C++', 'score': 20}, {'skill': 'LINUX', 'score': 20}, {'skill': 'Windows', 'score': 20}]",none
66,Java Developer,"[{'skill': 'Java', 'score': 100}, {'skill': 'Android', 'score': 80}, {'skill': 'Object Oriented Programming (OOT/C++)', 'score': 80}, {'skill': 'Database', 'score': 80}, {'skill': 'Core Java', 'score': 80}, {'skill': 'SQL', 'score': 80}, {'skill': 'Advance Java', 'score': 80}]",none
67,Java Developer,"[{'skill': 'Java', 'score': 100}, {'skill': 'J2EE', 'score': 80}, {'skill': 'Servlets', 'score': 80}, {'skill': 'JSP', 'score': 80}, {'skill': 'JavaScript', 'score': 80}, {'skill': 'HTML', 'score': 80}, {'skill': 'CSS', 'score': 80}, {'skill': 'JQUERY', 'score': 80}, {'skill': 'AJAX', 'score': 80}, {'skill': 'JSON', 'score': 80}, {'skill': 'Spring', 'score': 80}, {'skill': 'Hibernate', 'score': 80}, {'skill': 'Maven', 'score': 80}, {'skill': 'TomCat', 'score': 80}, {'skill': 'MongoDB', 'score': 80}, {'skill': 'MySql', 'score': 80}, {'skill': 'Eclipse', 'score': 80}, {'skill': 'Software Development Life Cycle', 'score': 80}, {'skill': 'MVC architecture', 'score': 80}, {'skill': 'JDBC', 'score': 80}]",none
68,Java Developer,"[{'skill': 'Team leading', 'score': 20}, {'skill': 'Self-motivated', 'score': 20}, {'skill': 'Hard working', 'score': 20}, {'skill': 'Core Java', 'score': 80}, {'skill': 'JSP', 'score': 80}, {'skill': 'Servlet', 'score': 80}, {'skill': 'Spring', 'score': 80}, {'skill': 'Hibernate', 'score': 80}, {'skill': 'Struts', 'score': 80}, {'skill': 'Javascript', 'score': 80}]",none
69,Java Developer,"[{'skill': 'Java', 'score': 80}, {'skill': 'Hibernate', 'score': 80}, {'skill': 'Spring', 'score': 80}, {'skill': 'jQuery', 'score': 80}, {'skill': 'Eclipse', 'score': 80}, {'skill': 'MySQL', 'score': 80}, {'skill': 'JSP', 'score': 80}, {'skill': 'Servlet', 'score': 80}, {'skill': 'HTML', 'score': 80}, {'skill': 'CSS', 'score': 80}, {'skill': 'Java Script', 'score': 80}, {'skill': 'Ajax', 'score': 80}, {'skill': 'OOPS', 'score': 80}, {'skill': 'Core java', 'score': 80}, {'skill': 'Advance java', 'score': 80}]",none
70,Java Developer,"[{'skill': 'Java', 'score': 100}, {'skill': 'J2EE', 'score': 80}, {'skill': 'Servlets', 'score': 80}, {'skill': 'JSP', 'score': 80}, {'skill': 'JavaScript', 'score': 80}, {'skill': 'HTML', 'score': 80}, {'skill': 'CSS', 'score': 80}, {'skill': 'JQUERY', 'score': 80}, {'skill': 'AJAX', 'score': 80}, {'skill': 'JSON', 'score': 80}, {'skill': 'MVC Architecture', 'score': 80}, {'skill': 'Spring', 'score': 80}, {'skill': 'Hibernate', 'score': 80}, {'skill': 'MySql', 'score': 80}, {'skill': 'TomCat', 'score': 80}, {'skill': 'MongoDB', 'score': 80}, {'skill': 'JDBC', 'score': 80}, {'skill': 'jQuery', 'score': 80}, {'skill': 'Ajax', 'score': 80}, {'skill': 'Eclipse', 'score': 80}]",none
71,Java Developer,"[{'skill': 'Java', 'score': 80}, {'skill': 'J2EE', 'score': 80}, {'skill': 'Servlets', 'score': 80}, {'skill': 'JSP', 'score': 80}, {'skill': 'JavaScript', 'score': 80}, {'skill': 'JSON', 'score': 80}, {'skill': 'jQuery', 'score': 80}, {'skill': 'AJAX', 'score': 80}, {'skill': 'MVC architecture', 'score': 80}, {'skill': 'Spring', 'score': 80}, {'skill': 'Hibernate', 'score': 80}, {'skill': 'MySql', 'score': 80}, {'skill': 'Eclipse', 'score': 80}, {'skill': 'Maven', 'score': 80}, {'skill': 'Tomcat', 'score': 80}, {'skill': 'MongoDB', 'score': 80}, {'skill': 'HTML', 'score': 80}, {'skill': 'CSS', 'score': 80}, {'skill': 'DB Connectivity', 'score': 80}, {'skill': 'JDBC', 'score': 80}]",none
72,Java Developer,"[{'skill': 'Java/J2EE', 'score': 100}, {'skill': 'MySQL', 'score': 80}, {'skill': 'Shell script', 'score': 80}, {'skill': 'SVN', 'score': 20}, {'skill': 'Jenkins', 'score': 80}, {'skill': 'Weblogic12c', 'score': 80}, {'skill': 'Android Studio', 'score': 20}, {'skill': 'Eclipse', 'score': 20}, {'skill': 'Oracle', 'score': 20}, {'skill': 'Xcode', 'score': 20}, {'skill': 'Win 10', 'score': 20}, {'skill': 'Mac (High Sierra)', 'score': 20}, {'skill': 'EJB', 'score': 80}]",none
73,Java Developer,"[{'skill': 'Java', 'score': 100}, {'skill': 'Javascript', 'score': 80}]",none
74,Java Developer,"[{'skill': 'Java', 'score': 80}, {'skill': 'Databases', 'score': 80}, {'skill': 'Hibernate', 'score': 100}, {'skill': 'JSP', 'score': 80}, {'skill': 'Servlet', 'score': 80}]",none
75,Java Developer,"[{'skill': 'Java', 'score': 100}, {'skill': 'J2EE', 'score': 100}, {'skill': 'Spring', 'score': 100}, {'skill': 'Hibernate', 'score': 100}, {'skill': 'Angular', 'score': 80}, {'skill': 'PostgresSql', 'score': 80}, {'skill': 'Manual Testing', 'score': 80}, {'skill': 'C++', 'score': 20}, {'skill': 'DATABASES', 'score': 20}, {'skill': 'LINUX', 'score': 20}]",none
76,Java Developer,"[{'skill': 'Java', 'score': 80}, {'skill': 'J2EE', 'score': 100}, {'skill': 'Spring Framework', 'score': 80}, {'skill': 'Hibernate Framework', 'score': 80}, {'skill': 'PostgresSql Database', 'score': 80}, {'skill': 'Functional Testing', 'score': 80}, {'skill': 'Manual Testing', 'score': 80}, {'skill': 'Linux', 'score': 20}]",none
77,Java Developer,"[{'skill': 'Java', 'score': 100}, {'skill': 'Operating System (Windows, Linux)', 'score': 80}, {'skill': 'Databases (Oracle, MySQL, Derby)', 'score': 80}, {'skill': 'IDE: Eclipse (Oxygen)', 'score': 80}, {'skill': 'Tools: SonarQube, Putty', 'score': 80}, {'skill': 'Requirements gathering and design development meetings', 'score': 80}, {'skill': 'Code review and debugging', 'score': 80}, {'skill': 'Meeting deadlines and production work orders', 'score': 80}, {'skill': 'Collaboration with other developers to identify and alleviate software bugs', 'score': 80}, {'skill': 'Maintenance and development of bug fixes and patch sets for existing applications', 'score': 80}]",none
78,Java Developer,"[{'skill': 'Java (Servlet, JSP, Spring Boot)', 'score': 100}, {'skill': 'HTML5', 'score': 80}, {'skill': 'CSS3', 'score': 80}, {'skill': 'Bootstrap', 'score': 80}, {'skill': 'JavaScript', 'score': 80}, {'skill': 'JQuery', 'score': 80}, {'skill': 'Ajax', 'score': 80}, {'skill': 'AngularJs', 'score': 80}, {'skill': 'MySQL', 'score': 80}, {'skill': 'Eclipse', 'score': 80}, {'skill': 'Spring', 'score': 80}, {'skill': 'Spring Boot', 'score': 80}]",none
79,Java Developer,"[{'skill': 'Java', 'score': 100}, {'skill': 'Servlet', 'score': 80}, {'skill': 'JSP', 'score': 80}, {'skill': 'Spring Boot', 'score': 80}, {'skill': 'HTML5', 'score': 80}, {'skill': 'CSS3', 'score': 80}, {'skill': 'Bootstrap', 'score': 80}, {'skill': 'JavaScript', 'score': 80}, {'skill': 'JQuery', 'score': 80}, {'skill': 'Ajax', 'score': 80}, {'skill': 'AngularJs', 'score': 80}, {'skill': 'MySQL', 'score': 80}, {'skill': 'Eclipse', 'score': 20}, {'skill': 'Net beans', 'score': 20}, {'skill': 'Sublime Text', 'score': 20}, {'skill': 'MVC Architecture', 'score': 80}, {'skill': 'Service based Programming', 'score': 80}, {'skill': 'Hibernate', 'score': 80}, {'skill': 'KendoUI', 'score': 80}]",none
80,SAP Developer,"[{'skill': 'ETL', 'score': 80}, {'skill': 'Data Warehousing', 'score': 80}, {'skill': 'SQL/PL SQL', 'score': 80}, {'skill': 'Basic Core Java', 'score': 20}, {'skill': 'Basic Python', 'score': 20}, {'skill': 'SAP BODS', 'score': 100}, {'skill': 'SAP BO', 'score': 80}, {'skill': 'Oracle 11g', 'score': 80}, {'skill': 'Sybase', 'score': 80}, {'skill': 'Apache', 'score': 20}, {'skill': 'Tomcat', 'score': 20}, {'skill': 'SCD1', 'score': 20}, {'skill': 'SCD2', 'score': 20}]",none
81,SAP Developer,"[{'skill': 'Quick Learner', 'score': 80}, {'skill': 'VBA programming for automation', 'score': 100}, {'skill': 'Confidence and Positive Attitude', 'score': 80}, {'skill': 'Strong analytical thinking, documentation and design skills', 'score': 80}, {'skill': 'Adaptable to new environment, with ability to get along with people', 'score': 80}]",none
82,SAP Developer,"[{'skill': 'SAP ABAP', 'score': 80}, {'skill': 'ALE/IDOC/EDI', 'score': 80}, {'skill': 'oDATA/Fiori', 'score': 80}, {'skill': 'S4HANA', 'score': 80}, {'skill': 'SAP Techno Functional', 'score': 80}, {'skill': 'SAP SD', 'score': 80}, {'skill': 'NetWeaver Gateway', 'score': 80}, {'skill': 'IS-Retail/APO/IS-Auto/EWM', 'score': 80}, {'skill': 'SAP S/4HANA Extensibility', 'score': 80}, {'skill': 'Embedded Analytics', 'score': 80}, {'skill': 'SAP Netweaver Gateway (Fiori)', 'score': 80}, {'skill': 'SAP BI', 'score': 20}, {'skill': 'SAP PI', 'score': 20}]",none
83,SAP Developer,"[{'skill': 'SAP Business Intelligence', 'score': 100}, {'skill': 'SAP BO 4.2', 'score': 100}, {'skill': 'Design Studio', 'score': 80}, {'skill': 'IDT', 'score': 100}, {'skill': 'Webi', 'score': 100}, {'skill': 'SQL', 'score': 80}, {'skill': 'Business Objects', 'score': 100}, {'skill': 'HANA', 'score': 100}, {'skill': 'Bex Queries', 'score': 80}]",none
84,SAP Developer,"[{'skill': 'SAP ABAP', 'score': 80}, {'skill': 'ALE/IDOC/EDID', 'score': 80}, {'skill': 'oData', 'score': 80}, {'skill': 'Fiori', 'score': 80}, {'skill': 'S4HANA', 'score': 80}, {'skill': 'EWM', 'score': 80}, {'skill': 'APO', 'score': 80}, {'skill': 'Retail', 'score': 80}, {'skill': 'SAP Netweaver Gateway', 'score': 80}, {'skill': 'Techno Functional', 'score': 60}, {'skill': 'SAP SD', 'score': 60}, {'skill': 'S/4HANA Extensibility', 'score': 60}, {'skill': 'Embedded Analytics', 'score': 60}, {'skill': 'SAP Certified', 'score': 20}, {'skill': 'ITIL', 'score': 20}, {'skill': 'PRINCE2', 'score': 20}, {'skill': 'SAP S/4HANA new feature', 'score': 20}, {'skill': 'SAP project Full-Lifecycle implementations', 'score': 20}, {'skill': 'Direct client exposure', 'score': 20}, {'skill': 'Expertise in SAP modules', 'score': 20}]",none
85,SAP Developer,"[{'skill': 'SAP ABAP', 'score': 100}, {'skill': 'ALE/IDOC/EDIC', 'score': 80}, {'skill': 'oData', 'score': 80}, {'skill': 'S/4HANA', 'score': 80}, {'skill': 'EWM', 'score': 80}, {'skill': 'APO', 'score': 80}, {'skill': 'Fiori', 'score': 80}, {'skill': 'NetWeaver Gateway', 'score': 80}, {'skill': 'SAP Techno-functional', 'score': 80}, {'skill': 'SAP SD', 'score': 80}, {'skill': 'ITIL', 'score': 80}, {'skill': 'PRINCE2 practitioner', 'score': 80}, {'skill': 'SAP modules like MM, FI, CO, SD, PS, PP, CS, PM, QM and HR', 'score': 80}, {'skill': 'SAP PI', 'score': 80}, {'skill': 'SAP BI', 'score': 80}, {'skill': 'Vistex', 'score': 80}, {'skill': 'Project management', 'score': 80}, {'skill': 'Quality processes', 'score': 80}, {'skill': 'Pre-sales activities', 'score': 80}, {'skill': 'Business system analysis', 'score': 80}, {'skill': 'Documentation processes', 'score': 80}, {'skill': 'Customer-oriented attitude', 'score': 80}, {'skill': 'Onsite-offshore support model', 'score': 80}, {'skill': 'Team leadership abilities', 'score': 80}, {'skill': 'Communication skills', 'score': 80}, {'skill': 'Leading technical team', 'score': 80}, {'skill': 'Unicode conversion', 'score': 80}, {'skill': 'Training end users', 'score': 80}]",none
86,SAP Developer,"[{'skill': 'Quick Learner', 'score': 80}, {'skill': 'Groomed skills with Microsoft Excel', 'score': 80}, {'skill': 'VBA programming for automation', 'score': 80}, {'skill': 'Confidence and Positive Attitude', 'score': 80}, {'skill': 'Willingness to learn & work in team', 'score': 80}, {'skill': 'Strong analytical thinking, documentation and design skills', 'score': 80}, {'skill': 'Adaptable to new environment, with ability to get along with people', 'score': 80}]",none
87,SAP Developer,"[{'skill': 'SAP HANA', 'score': 80}, {'skill': 'SAP BO', 'score': 80}, {'skill': 'HANA Information Models Calculation', 'score': 80}, {'skill': 'SQL', 'score': 20}, {'skill': 'HPALM', 'score': 20}, {'skill': 'Remedy', 'score': 20}, {'skill': 'Power BI', 'score': 20}, {'skill': 'SAP ECC 6.0', 'score': 20}, {'skill': 'SharePoint', 'score': 20}, {'skill': 'WEBI', 'score': 20}]",none
88,SAP Developer,"{
    ""results"": [
        {
            ""skill"": ""SAP BO 4.2"",
            ""score"": 100
        },
        {
            ""skill"": ""CMC"",
            ""score"": 100
        },
        {
            ""skill"": ""HANA"",
            ""score"": 100
        },
        {
            ""skill"": ""SQL"",
            ""score"": 100
        },
        {
            ""skill"": ""Design Studio"",
            ""score"": 80
        },
        {
            ""skill"": ""IDT"",
            ""score"": 80
        },
        {
            ""skill"": ""Webi"",
            ""score"": 80
        },
        {
            ""skill"": ""UDT"",
            ""score"": 80
        }
    ]
}",none
89,SAP Developer,"{
  ""skills"": [
    {
      ""skill"": ""ABAP Developer"",
      ""score"": 100
    },
    {
      ""skill"": ""SAP EXPOSURE"",
      ""score"": 80
    },
    {
      ""skill"": ""Writing new reports and modification for existing reports"",
      ""score"": 80
    },
    {
      ""skill"": ""Worked on smartforms"",
      ""score"": 80
    },
    {
      ""skill"": ""Standard debugging for issues"",
      ""score"": 80
    },
    {
      ""skill"": ""Creating custom tables, data elements, structures"",
      ""score"": 80
    },
    {
      ""skill"": ""Modified SAP Script as per the requirement specified"",
      ""score"": 80
    },
    {
      ""skill"": ""Modified Invoice Smart Form"",
      ""score"": 80
    },
    {
      ""skill"": ""For unit testing created contracts, orders, and invoices and tested individually"",
      ""score"": 80
    }
  ]
}",none
90,SAP Developer,"{
   ""skills"": [
     {""skill"": ""SAP Business Intelligence"", ""score"": 100},
     {""skill"": ""SAP BO 4.2"", ""score"": 100},
     {""skill"": ""Business Objects"", ""score"": 100},
     {""skill"": ""Design Studio"", ""score"": 100},
     {""skill"": ""IDT"", ""score"": 100},
     {""skill"": ""CMC activities"", ""score"": 100},
     {""skill"": ""HANA"", ""score"": 100},
     {""skill"": ""BW"", ""score"": 100},
     {""skill"": ""Bex Queries"", ""score"": 100},
     {""skill"": ""SQL"", ""score"": 100},
     {""skill"": ""Backend DB"", ""score"": 100},
     {""skill"": ""Teradata DB"", ""score"": 80},
     {""skill"": ""Query builder"", ""score"": 80},
     {""skill"": ""HPSM ticketing tool"", ""score"": 80},
     {""skill"": ""SAP HANA Developer"", ""score"": 100},
     {""skill"": ""SAP BO Developer"", ""score"": 100}
   ]
}",none
91,SAP Developer,"{
  ""skills"": [
    {
      ""skill"": ""HANA"",
      ""score"": 100
    },
    {
      ""skill"": ""SAP BO"",
      ""score"": 80
    },
    {
      ""skill"": ""Business Objects"",
      ""score"": 80
    },
    {
      ""skill"": ""Webi"",
      ""score"": 80
    },
    {
      ""skill"": ""IDT"",
      ""score"": 80
    },
    {
      ""skill"": ""CMC"",
      ""score"": 80
    },
    {
      ""skill"": ""SQL"",
      ""score"": 80
    },
    {
      ""skill"": ""Design Studio"",
      ""score"": 80
    },
    {
      ""skill"": ""Bex Queries"",
      ""score"": 80
    },
    {
      ""skill"": ""Analysis"",
      ""score"": 80
    },
    {
      ""skill"": ""Dashboard"",
      ""score"": 80
    },
    {
      ""skill"": ""Teradata DB"",
      ""score"": 80
    },
    {
      ""skill"": ""Query builder"",
      ""score"": 80
    },
    {
      ""skill"": ""Promotion management"",
      ""score"": 80
    }
  ]
}",none
92,SAP Developer,"{
  ""skills"": [
    {
      ""skill"": ""SAP HANA"",
      ""score"": 100
    },
    {
      ""skill"": ""SAP BO"",
      ""score"": 80
    },
    {
      ""skill"": ""HANA Information Models"",
      ""score"": 80
    },
    {
      ""skill"": ""SQL"",
      ""score"": 80
    },
    {
      ""skill"": ""Power BI"",
      ""score"": 80
    },
    {
      ""skill"": ""SAP ECC 6.0"",
      ""score"": 20
    },
    {
      ""skill"": ""Remedy"",
      ""score"": 20
    },
    {
      ""skill"": ""WEBI"",
      ""score"": 20
    },
    {
      ""skill"": ""SharePoint"",
      ""score"": 20
    }
  ]
}",none
93,SAP Developer,"{
	""skills"": [{
			""skill"": ""ETL"",
			""score"": 80
		},
		{
			""skill"": ""Data Warehousing"",
			""score"": 80
		},
		{
			""skill"": ""SQL/PL SQL"",
			""score"": 80
		},
		{
			""skill"": ""Basic Core Java"",
			""score"": 20
		},
		{
			""skill"": ""Basic Python"",
			""score"": 20
		},
		{
			""skill"": ""SAP BODS"",
			""score"": 100
		},
		{
			""skill"": ""SAP BO"",
			""score"": 80
		},
		{
			""skill"": ""Oracle 11g"",
			""score"": 80
		},
		{
			""skill"": ""Sybase"",
			""score"": 80
		}
	]
}",none
94,SAP Developer,"{
	""skills"": [
		{""skill"": ""SAP HANA"", ""score"": 100},
		{""skill"": ""SAP BO"", ""score"": 80},
		{""skill"": ""SQL"", ""score"": 80},
		{""skill"": ""Remedy"", ""score"": 20},
		{""skill"": ""WEBI"", ""score"": 20},
		{""skill"": ""Power BI"", ""score"": 20}
	]
}",none
95,SAP Developer,"{
	""skills"": [
		{""skill"": ""ETL"", ""score"": 80},
		{""skill"": ""Data Warehousing"", ""score"": 80},
		{""skill"": ""SQL/PL SQL"", ""score"": 80},
		{""skill"": ""Basic Core Java"", ""score"": 20},
		{""skill"": ""Basic Python"", ""score"": 20},
		{""skill"": ""SAP BODS"", ""score"": 100},
		{""skill"": ""SAP BO"", ""score"": 80},
		{""skill"": ""Oracle 11g"", ""score"": 80},
		{""skill"": ""Sybase"", ""score"": 80}
	]
}",none
96,SAP Developer,"{
  ""skills"": [
    {
      ""skill"": ""SAP ABAP"",
      ""score"": 100
    },
    {
      ""skill"": ""ALE/IDOC/EDC"",
      ""score"": 80
    },
    {
      ""skill"": ""oData"",
      ""score"": 80
    },
    {
      ""skill"": ""Fiori"",
      ""score"": 80
    },
    {
      ""skill"": ""S4HANA"",
      ""score"": 80
    },
    {
      ""skill"": ""EWM"",
      ""score"": 80
    },
    {
      ""skill"": ""APO"",
      ""score"": 80
    },
    {
      ""skill"": ""Retail"",
      ""score"": 80
    },
    {
      ""skill"": ""SAP Techno Functional"",
      ""score"": 80
    },
    {
      ""skill"": ""SD"",
      ""score"": 80
    },
    {
      ""skill"": ""NetWeaver Gateway"",
      ""score"": 80
    },
    {
      ""skill"": ""S/4HANA new features Extensibility, Embedded Analytics"",
      ""score"": 80
    },
    {
      ""skill"": ""ITIL 2011 Foundation"",
      ""score"": 20
    },
    {
      ""skill"": ""PRINCE2 practitioner"",
      ""score"": 20
    },
    {
      ""skill"": ""SAP BI"",
      ""score"": 20
    },
    {
      ""skill"": ""Pre-sales activities"",
      ""score"": 20
    },
    {
      ""skill"": ""Project management"",
      ""score"": 80
    },
    {
      ""skill"": ""Quality processes"",
      ""score"": 80
    }
  ]
}",none
97,SAP Developer,"{
  ""skills"": [
    {""skill"": ""ABAP Developer"", ""score"": 100},
    {""skill"": ""SAP EXPOSURE"", ""score"": 80},
    {""skill"": ""Writing new reports"", ""score"": 80},
    {""skill"": ""Modification for existing reports"", ""score"": 80},
    {""skill"": ""Worked on smartforms"", ""score"": 80},
    {""skill"": ""Standard debugging for issues"", ""score"": 80},
    {""skill"": ""Unit testing"", ""score"": 80},
    {""skill"": ""SAP Script modification"", ""score"": 80},
    {""skill"": ""Invoice Smart Form modification"", ""score"": 80},
    {""skill"": ""Create custom tables, data elements, structures"", ""score"": 80}
  ]
}",none
98,SAP Developer,"{
   ""skills"":[
      {
         ""skill"":""ETL"",
         ""score"":100
      },
      {
         ""skill"":""Data Warehousing"",
         ""score"":100
      },
      {
         ""skill"":""SQL/PL SQL"",
         ""score"":80
      },
      {
         ""skill"":""Basic Core Java"",
         ""score"":20
      },
      {
         ""skill"":""Basic Python"",
         ""score"":20
      },
      {
         ""skill"":""SAP BODS"",
         ""score"":100
      },
      {
         ""skill"":""SAP BO"",
         ""score"":80
      },
      {
         ""skill"":""Oracle 11g"",
         ""score"":80
      },
      {
         ""skill"":""Sybase"",
         ""score"":20
      },
      {
         ""skill"":""SAP R3"",
         ""score"":80
      },
      {
         ""skill"":""Data Center"",
         ""score"":20
      },
      {
         ""skill"":""SAP BO Mobile"",
         ""score"":20
      },
      {
         ""skill"":""BO Java SDK"",
         ""score"":20
      },
      {
         ""skill"":""wdeploy"",
         ""score"":20
      },
      {
         ""skill"":""Web Intelligence"",
         ""score"":20
      }
   ]
}",none
99,SAP Developer,"{
  ""skills"": [
    {
      ""skill"": ""Quick Learner"",
      ""score"": 80
    },
    {
      ""skill"": ""Groomed skills with Microsoft Excel"",
      ""score"": 80
    },
    {
      ""skill"": ""VBA programming for automation"",
      ""score"": 100
    },
    {
      ""skill"": ""Confidence and Positive Attitude"",
      ""score"": 80
    },
    {
      ""skill"": ""Strong analytical thinking, documentation and design skills"",
      ""score"": 80
    },
    {
      ""skill"": ""Adaptable to new environment, with ability to get along with people"",
      ""score"": 80
    }
  ]
}",none
100,Electrical Engineering,"{
  ""skills"": [
    {
      ""skill"": ""Microsoft Office and Excel"",
      ""score"": 80
    },
    {
      ""skill"": ""PowerPoint"",
      ""score"": 80
    },
    {
      ""skill"": ""Nuclear, Biological, Chemical Defense and Damage Control including Firefighting"",
      ""score"": 80
    },
    {
      ""skill"": ""Leadership"",
      ""score"": 80
    },
    {
      ""skill"": ""Management"",
      ""score"": 80
    },
    {
      ""skill"": ""Advance Fire Fighting including Industrial Safety"",
      ""score"": 100
    }
  ]
}",none
101,Electrical Engineering,"{
  ""skills"": [
    {
      ""skill"": ""Troubleshooting and Maintenance of Electrical Equipment"",
      ""score"": 80
    },
    {
      ""skill"": ""Electrical and Mechanical Maintenance"",
      ""score"": 80
    },
    {
      ""skill"": ""Handling HT Vacuum & SF6 Circuit Breaker"",
      ""score"": 80
    },
    {
      ""skill"": ""Maintenance of STP and WTP Plant"",
      ""score"": 80
    },
    {
      ""skill"": ""Basic knowledge of PLC/SCADA Operation"",
      ""score"": 20
    },
    {
      ""skill"": ""Monitoring and Correcting Power Factor"",
      ""score"": 80
    },
    {
      ""skill"": ""Operation, Preventive Maintenance, Day to Day Breakdown Maintenance"",
      ""score"": 80
    },
    {
      ""skill"": ""Electrical Safety"",
      ""score"": 80
    }
  ]
}",none
102,Electrical Engineering,"{
  ""skills"": [
    {
      ""skill"": ""Microsft office and excell"",
      ""score"": 80
    },
    {
      ""skill"": ""power point"",
      ""score"": 80
    },
    {
      ""skill"": ""Fire fighting"",
      ""score"": 100
    },
    {
      ""skill"": ""Industrial Safety"",
      ""score"": 100
    }
  ]
}",none
