,title,category,id,job_description
66,NETWORK ENGINEER,Network Security Engineer,0a4a65062a055916,"
Durham County Government employs approximately 1,900 employees that work towards providing needed services throughout the community. With a wide array of services, Durham County Government is at the heart of a rapidly growing and diverse area offering residents, employees and visitors exciting opportunities to live, work, grow and play.




 DEPARTMENT:


 Information Services & Technology



 DATE POSTED:


 March 28, 2023



 CLOSING DATE:


 Open to Fill



 SALARY MIN:


 $81,801.00



 SALARY MAX:


 $138,964.00



 MAXIMUM HIRING SALARY:


 $110,392.00



 POSITION NUMBER:


 40009726


 JOB TYPE:
 Full-Time



 ***THIS IS A REPOST. ALL APPLICANTS ARE STILL BEING CONSIDERED***

 GENERAL DESCRIPTION:

 Performs complex technical and professional work involving the planning, design, implementation and management of networking and security solutions.
 Work is performed under the general supervision of the Network Services Manager. Will provide project leadership and supervision to other network department staff and to professional and technical personnel in other departments during project assignments.

 DUTIES AND RESPONSIBILITIES:



 Develops Network and Security Vision for Durham County. This vision is the basis for all purchases and architecture of building and supporting the network and security infrastructure. 
Manages network security operations through the detection, isolation, and remediation of all potential security risks to the network and data.
 Manages daily network operations, ensuring the Data Center and Enterprise networks are functioning at peak performance.
 Assists team members in developing new solutions as well as troubleshooting network and security issues.
 Implements new network and security products and creates processes for utilizing new technology to enhance the capabilities and efficiencies of managing the network and security infrastructure.
 Design local and wide area networks and maintains communication links, cables and devices.
 Manage Software Defined Network Environment.
 Manage Enterprise Network Management tool.
 Manages project to implement and/or enhance local and wide area network infrastructure.


 KNOWLEDGE, SKILLS AND ABILITIES:



 Comprehensive knowledge of networking and telecommunications technologies;
 Extensive Routers and Switch experience, specific to Cisco and Nexus hardware;
 Ability to manage firewalls(Cisco or Palo Alto);
 Ability to work independently or as a team member to identify requirements, find and evaluate alternatives, present solutions, make recommendations and follow projects through to completion;
 Ability to take initiative and use creative and innovative thinking to find solutions to business problems;
 Ability to serve as a team leader, providing coordination and leadership to other team members;
 Ability to establish and maintain effective working relationships with users, peers and department officials;
 Ability to provide technical training to co-workers;
 Ability to communicate effectively orally and in writing.


 MINIMUM EDUCATION AND EXPERIENCE REQUIREMENTS:

 Any combination of education and experience equivalent to graduation from an accredited college or university with a bachelor’s degree in computer science or a related field, with a demonstrated ability to design, implement, and troubleshoot local and wide area networks.

 
PREFERRED QUALIFICATIONS:

 Project Management and leadership experience is desired. Technical certification highly desirable (e.g. CNA, CNE, etc.).

 Durham County Government is an Equal Opportunity Employer
"
67,Security Engineer (L4) - Detection & Response,Network Security Engineer,065f82392a235405,"






      Remote, United States
     






         Security
       







     Netflix is the world's leading streaming entertainment service with over 240 million paid memberships in over 190 countries, enjoying TV series, documentaries, feature films, and mobile games across a wide variety of genres and languages. Members can watch as much as they want, anytime, anywhere, on any internet-connected screen. Members can play, pause and resume watching, all without commercials or commitments.
   



     About Us
   

     Security Operations and Intelligence supports our Detection & Response organization, which reduces the risk of information security threats to Netflix through rapid detection and effective response.
   



     The team is responsible for reviewing, triaging, and remediating alerts and findings from other security programs and processes across the company’s attack surface, including vulnerability management and endpoint detections. They develop automations and solutions that scale to help collect, analyze, action and support the remediation of threats and communicate findings to risk decision makers.
   



     About the Role
   

     We are looking for an innovative Security Engineer with a passion for information security operations, threat intelligence, developing automations, and investigating security threats.
   


 You will be responsible for responding to and investigating security events; maintaining and building tools, automations, runbooks, dashboards, and metrics to support rapid detection, triage, analysis, and response; support various security tooling, business processes, troubleshooting, and guidance to the Netflix workforce; and proactively hunting for malicious activity across our environment. You’ll go beyond responding and analyzing events to communicating the appropriate context and insight to risk decision makers.
   


 Our ideal new team member has first-hand experience working in customer-facing security engineering support roles and has a breadth of experience across information security, system and network administration, and cloud computing. You are excellent at understanding and solving complex and ambiguous problems and constantly seek improvement.
   

 Desired Background and Skills

 You have excellent written and verbal communication skills, proactively inform stakeholders, and can operate with little oversight.
 You possess a breadth of knowledge and experience across the information security domain, with familiarity in a combination of endpoint, email, network, identity management, cloud security; vulnerability management; incident response; and threat intelligence.
 You are able to script and develop automations, preferably using Python and SQL.
 You have experience implementing, using, and configuring some common security tools - e.g., OSQuery, EDR, Threat Intel Platforms.
 You have hands-on experience analyzing and responding to security events, such as conducting log analysis, developing queries and analytics, troubleshooting security issues, and correlating complex data sets.
 You can identify trends, insights, and relationships between internal and external data and intelligence sources to provide recommended risk mitigation.
 You work well with others, see the value of a team, and partner effectively with all stakeholders.



     Our compensation structure consists solely of an annual salary; we do not have bonuses. You choose each year how much of your compensation you want in salary versus stock options. To determine your personal top of market compensation, we rely on market indicators and consider your specific job family, background, skills, and experience to determine your compensation in the market range. The range for this role is $100,000 - $700,000.
   


 Netflix provides comprehensive benefits including Health Plans, Mental Health support, a 401(k) Retirement Plan with employer match, Stock Option Program, Disability Programs, Health Savings and Flexible Spending Accounts, Family-forming benefits, and Life and Serious Injury Benefits. We also offer paid leave of absence programs. Full-time hourly employees accrue 35 days annually for paid time off to be used for vacation, holidays, and sick paid time off. Full-time salaried employees are immediately entitled to flexible time off. See more detail about our Benefits here.
   


 Netflix is a unique culture and environment. Learn more here.
   



"
68,Security Engineer IT - Remote,Network Security Engineer,4ab22d96b13566a0,"

  Our work matters. We help people get the medicine they need to feel better and live well. We do not lose sight of that. It fuels our passion and drives every decision we make.
 

   Job Posting Title
 
 Security Engineer IT - Remote
 
   Job Description
 


   The Security Engineer is responsible for the implementation, configuration, maintenance, and support of Information Security technologies, tools and controls that enable the organization to detect and prevent computer security and cyber threats. This position is responsible for working with cross-functional teams to ensure that controls are properly implemented, configured, and performing as intended in support of company security policy and applicable regulations.
 


   Responsibilities
 

 Implement, configure, test and maintain security controls and technology
 Document and maintain security configuration standards and operational support processes and procedures
 Integrate technical security controls with Prime systems and applications
 Execute operational and maintenance support tasks to keep security controls and technology operating correctly
 Assist with incident response and system stability issues as they occur; this may include work outside of regular business hours
 Execute department standard operating procedures; monitor and perform maintenance of systems
 Support defined project activities
 Collaborate with other staff to meet departmental, support, and project deadlines
 Assist with audit and compliance requests as needed
 Other duties as assigned



   Required Minimum Qualifications
 

 Bachelor’s degree in Information Security, computer science or related area of study, or equivalent combination of education and/or relevant work experience; High School diploma or GED is required
 2 years of work experience in the Information Security field, or related Information Technology experience such as Server Engineering, Networking, Architecture or Application Development
 Must be eligible to work in the United States without need for work visa or residency sponsorship



   Additional Qualifications
 

 Good critical thinking and problem-solving skills
 Ability to interpret and produce technical documentation such as diagrams, configuration parameters, operational procedures, etc.
 Ability to manage multiple priorities and good multi-tasking skills
 Ability to work well both independently and collaboratively



   Preferred Qualifications
 

 Experience working in environment with regulatory compliance requirements (HIPAA, PCI, etc.)
 Current experience with common types of preventative and detective security controls)
 Experience with security configuration and administration on a variety of types of networks, operating systems, and applications



   Minimum Physical Job Requirements
 

 Ability to travel up to 5% of the time
 Ability to work a flexible schedule including working on-call 24x7 as required
 Constantly required to sit, use hands to handle or feel, talk and hear
 Frequently required to reach with hands and arms
 Occasionally required to stand, walk and stoop, kneel, and crouch
 Occasionally required to lift and/or move up to 10 pounds and occasionally lift and/or move up to 25 pounds
 Specific vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, depth perception and ability to adjust focus



   Reporting Structure
 

 Reports to a Manager in the Information Technology department

 Potential pay for this position ranges from $77,100.00 - $115,900.00 based on experience and skills. Pay range may vary by 8% depending on applicant location.
 

 Prime Therapeutics LLC is an Equal Opportunity Employer. We encourage diverse candidates to apply and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy), sexual orientation, gender identity or expression, genetic information, marital status, family status, national origin, age, disability, veteran status, or any other legally protected class under federal, state, or local law.



   Positions will be posted for a minimum of five consecutive workdays.
 
"
69,Product Security Engineer,Network Security Engineer,c3cc8acbb9c5f507,"

Job Description
 Are you an experienced Product Security Engineer (PSE) looking to drive a large organization to success? Do you have in-depth expertise in secure product development practices encompassing product architecture, design implementation and validation? Intel's Product Assurance and Security (IPAS) organization is looking for an experienced expert to join a talented team responsible for envisioning, designing, deploying and measuring effective industry best practices that result in the secure design of Intel's hardware and software products and services.  What you'll do: This position will have an influential leadership role in developing and enhancing the next generation of Security Development Lifecycle (SDL) practices by proactively expanding the Intel knowledge base and training in the security design and development domain with a focus on Platform and IP security.  Responsibilities:

 Contribute to the creation and maintenance of secure development requirements best practices and training solutions.
 Work in collaboration with subject matter experts and other PSEs to generate accurate, compelling, and useable content to close gaps and improve guidance in the SDL knowledge base.
 Share knowledge and improve product security by being a part of company-wide forums and activities such as security architecture reviews, threat intelligence reviews, vulnerability research reviews, hacking events and incident response efforts.
 Maintain and grow their security expertise and technical acumen through continuing education research into industry trends and technologies, hackathons, threat models etc.
 Serve as a consultant for the product engineering organizations and their PSEs on the technical aspects of architecting, designing developing and validating secure products.


 Behavioral traits:

 Solid analysis skills that demonstrate strong attention to details
 Ability to select what is really important from a confusing landscape and the ability to see downstream and peripheral implications
 Strong communication and presentation skills
 Proven ability to create effective documentation and training related to secure development methods, practices and processes.
 Ability to work effectively with engineers and executives
 Strong influence skills, collaborative, and embodies a win-win style


 Qualifications

 Bachelor's' degree or equivalent in Computer Engineering, Electrical Engineering or Computer Science or related fields.
5+ years of experience in security among the following areas:


 In-depth expertise in, experience with, and understanding of Security Development Lifecycle best practices
 Broad understanding of state-of-the-art security principles, theories, attacks and threat modeling methodologies: assets, security vulnerabilities and attack profile, threat mitigations etc.
 Direct experience with threat modeling, vulnerability analysis, designing and testing mitigations etc.
 In-depth knowledge of security technologies, authentication, applied cryptography, secure protocols
 Working knowledge of hardware or software architecture and/or design


 Advanced English level
Costa Rican unrestricted work permit.

 Preferred Qualifications:

Masters' degree or equivalent in Computer Engineering, Electrical Engineering or Computer Science
Strong network in security community
CSSLP and/or other security certifications
Presentation of security best practices in industry forums


 Inside this Business Group
 Enable amazing computing experiences with Intel Software continues to shape the way people think about computing – across CPU, GPU, and FPGA architectures. Get your hands on new technology and collaborate with some of the smartest people in the business. Our developers and software engineers work in all software layers, across multiple operating systems and platforms to enable cutting-edge solutions. Ready to solve some of the most complex software challenges? Explore an impactful and innovative career in Software.
 
 Posting Statement
 All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.
 
 Benefits
 We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here.
 
 Working Model
 This role is available as a fully home-based and generally would require you to attend Intel sites only occasionally based on business need. This role may also be available as our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site. 
 In certain circumstances the work model may change to accommodate business needs.
 JobType 
Fully Remote
"
70,Python Developer,Python Developer,b4aa219f697a8a62,"
Qualifications 

A bachelor's degree in computer science, data science, or a related field 


3+ years of experience in Python programming 


Strong SQL experience 


A keen attention to detail and concern for side effects 


The desire and drive to produce a quality product 


Proficiency in data transformation, ETL processes, and data analysis 


Familiar with CMMI-DEV ML3 


Familiar with AS9100D 


C, C++, C#


"
71,PYTHON DEVELOPER,Python Developer,1a20a1c56fb7df73,"

We are looking for a Python Web Developer responsible for developing, enhancing, modifying, maintaining applications and managing the interchange of data between the server and the users. Your primary focus will be the development of all server-side logic, ensuring high performance and responsiveness to requests from the front-end.

"
72,Python Developer,Python Developer,e4e0c10edef852cb,"Job Description: Our client is looking to bring on a Python developer on the back end to assist with coding for multiple projects (web portal, DNA testing analysis, Cloud based). They work with CSI labs and government entities for DNA testing. Cultural fit: someone who takes initiative and is self-driven. Needs to be very well organized and documents well. Python is heavily used but C#/windows, SQL, ML/AI may be good skills to have. Looking for someone with a science and math background. A lot of what they do requires understanding of biology and statistics. 9 employees are currently with the company, and they pay well for good talent. One of their Main programmers is a very bright employee, and they would like to use him in more of a PM role. He would need some of the coding and work taken off his plate which is where this role comes into play. They have a second programmer who is older in age and will be phasing out sometime in the coming years. Multiple projects currently, will need a coder who can take initiative and self-motivate. C#, SQL, ML/data science all preferable. Looking for 6-12 months contract-Remote is accepted. Would absolutely hire the right candidate."
73,Junior Python Developer,Python Developer,4d3c178c34586771,"
Junior Python Developer
Available for the following offices: Texas 
Are you seeking an opportunity to join a highly-regarded IT development firm?
 Well, look no further! WebCreek is currently seeking a Senior Python Developer with one to three years of experience to work on-site in Houston, Texas.
 What You’ll Do

Design, build, and maintain efficient, reusable, and reliable code.
Troubleshoot, maintain, and improve existing software.
Help maintain code quality, organization, and automation.
Develop APIs.
Perform database queries.
Collaborate closely with other developers, UX designers, project managers, business analysts, and QA analysts.

What You Have

0-3 years of experience working as a Python Developer.
Experience with Python frameworks (e.g., FastAPI, Flask).
Familiarity with REST API and ETL processes.
API Development.
Understanding of relational and non-relational databases (e.g., MySQL, Oracle, PostgreSQL, MongoDB).
Knowledge of Airflow, RabbitMQ, and Redis is a plus.
Strong debugging skills and the ability to troubleshoot software issues.
Able to learn quickly and work both independently and as part of a team.
Attention to detail.

What You’ll Gain

Full-time position in a quickly growing company.
Competitive salary with regular revisions.
Many excellent programs and benefits.
In-house IT and English training and certifications.
Flexible work environment.
International team with opportunities to work abroad.

Who We Are
 WebCreek is a provider of world-class software development teams and technical staff augmentation. We serve many Fortune 500 companies and other leading organizations. We have operations in ten countries and over 25 years of experience delivering top-notch digital solutions to the companies that power our world.
 WebCreek is committed to creating a diverse environment and is proud to be an equal-opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, nationality, genetics, pregnancy, disability, age, veteran status, or other characteristics.
 Find out more about our job opportunities: https://careers.webcreek.com/

"
74,Python Developer,Python Developer,ebe4b90de7d8c665,"
Job Title: Python Developer 
Location: (Remote) 
Duration: 12 Months (Possible Extension) 
Job Type: Contract 

Detailed Job Description 

Please share profiles with Python Api programming skillset. Django and Flask 

Python Fundamentals- Lists, tuples, indexing, comprehensions, unpacking, zip, enumerate, etc. 
• Candidate must have 9+ years of years. 
• Advanced - Decorators, Generators, Type hinting, regex, multi-threading, logging, etc. 
• Object Oriented Programming - Inheritance, multiple inheritance, encapsulation, Interfaces, ABCs, etc. 
• Error handling - Raising errors, creating own errors, debugging, etc. 
• Unit Testing - Testing functions, dependency injection, testing for errors, testing classes, etc. 
• Flask Restful API development - Routes, handlers, client-side programming, etc. 
• Libraries - PyMongo, Flask, Requests, Enum, importlib, etc. 
• Strong business communication skills (written/spoken) to be able to interact with geographically distributed stakeholders. 
• Ability to work with teams in distributed time-zones to help deliver automation projects to clients.
"
75,Python Developer,Python Developer,d2adc2fbbcf06228,"

Job Information


Competence

Development
 



Level of Experience

Middle; Senior
 



Industry

Technology
 



Remote Job




Job Description

This is a remote position.

    Rinf.tech is a technology consulting and software services company. Founded in 2006 in Romania, we have grown into a global organization with 600+ engineers and 8 Delivery Centers in Europe and North America (Romania, Bulgaria, Ukraine, Turkiye, and Mexico). 
    


    We offer custom software solutions and support for our worldwide partners through three main Business Units: Business Applications, R&D Embedded, Robotics, and Automotive. 
    


    At Rinf.tech, you’ll come across friendly people and a genuine way of thinking. RINFers are eager to learn from each other, explore and reinvent the world of technology. We have an inspiring place to share ideas and build amazing products together: www.rinf.tech. 
    

What you will be working on
 The Mission:

    You will work in team that fully focuses on the development of a new web app that will support our international customers with their plant maintenance. We need a strong communicator who can align with our international business and can work together with other team members.
    




Our Technological Stack:

Django REST Framework 
PostgreSQL 
Redis, Celery 
Keycloack 
ElasticSearchm Logstash 
Docker, Kubernetes 
Helm, Harbor 
React 

What you offer us

Experience with Django & Django REST framework (4+years) 
Experience with a SQL based database such as PostgreSQL 
Experience with Redis and Celery 
Experience with backend architecture based on Python 
Experience with unit tests 
Experience in container based architecture and deployments (Docker, Kubernetes) 
Good understanding of programming languages such as Python, writing code and scripts 

What we offer you

Flexible working environment 
Learning budget and platforms 
Wide variety of projects you could be part of 
Medical subscription 
HR representative to guide you in your professional career development. 
Flexible benefits platform 
Bookster 

Our recruitment processes

HR Discussion 
Technical interview 
Offer 

Meet us!

    If you are still unsure, we are inviting you to come by anytime for a tour of our office without any commitment. 
    


All applications are strictly confidential. We will not disclose any private information without having your approval.




"
76,Python Developer,Python Developer,5d6fcb1a311da67f,"




Job Category: Python Developer 
    

Job Type: Contract 
    

Job Location: Remote 
    

Recruiter: Divya
    

















Job Title: Python Developer
 Employment Type: Contract (6 Months)
 Experience : 5 to 8 Yrs
 Location : Remote
 Job Description: We are seeking an experienced Python Developer to join our dynamic development team. As a Python Developer, you will be responsible for developing and maintaining robust, scalable, and secure web applications using Django framework and deploying them on AWS infrastructure. You will work closely with cross-functional teams, including product managers, designers, and other developers, to deliver high-quality software solutions.
 Responsibilities:

 Design, develop, and maintain web applications using Python and Django framework.
 Write efficient, reusable, and testable code following best practices and coding standards.
 Collaborate with the team to define software requirements and translate them into technical specifications.
 Implement and maintain backend APIs and integrate them with front-end components.
 Ensure the application’s performance, scalability, and security.
 Debug and resolve issues and bugs reported by the quality assurance team or end-users.
 Conduct code reviews and provide constructive feedback to improve code quality.
 Stay updated with the latest industry trends, technologies, and best practices.

 Required Skills and Qualifications:

 Bachelor’s degree in Computer Science, Engineering, or a related field.
 5-8 years of professional experience as a Python Developer.
 Strong proficiency in Python programming language.
 In-depth knowledge and hands-on experience with Django framework.
 Solid understanding of web development principles, RESTful APIs, and MVC architecture.
 Experience with database systems like PostgreSQL, MySQL, or MongoDB.
 Familiarity with front-end technologies such as HTML, CSS, and JavaScript.
 Proficient in working with version control systems, preferably Git.
 Experience with AWS services like EC2, S3, RDS, and Lambda.
 Knowledge of containerization technologies like Docker and orchestration tools like Kubernetes is a plus.
 Strong problem-solving and analytical skills.
 Excellent communication and collaboration abilities









"
77,Python Developer,Python Developer,26bc1a4cf30a10a7,"

At Lifescale Analytics, we help achieve data-driven decision by leveraging strategic technologies to create innovated solutions, that ultimately help our clients to navigate their ever-changing data landscape. We have an opportunity for a Python Developer, candidates required to reside in Raleigh, NC. We are looking for a Python developer who will be responsible for building high-performing, responsive web applications. An ideal candidate should be highly adept at writing clean, testable, and scalable code to develop back-end elements, integrate the front-end elements in the application, and manage the data interchange between the server and the users. The developer must have a basic understanding of front-end technologies and work in collaboration with front-end developers.  Responsibilities:

Coordinating with development teams to determine application requirements.
Design and execute low-latency, high-availability, and high-performing applications
Writing scalable code using Python programming language.
Testing and debugging applications.
Developing back-end components.
Integrating user-facing elements using server-side logic.
Assessing and prioritizing client feature requests.
Integrating data storage solutions.
Coordinating with front-end developers.
Reprogramming existing databases to improve functionality.
Developing digital tools to monitor online traffic.
Perform tests from any browser in all three major operating systems.
Additional responsibilities as requested by the client and team.



  Job Requirements 
 

Qualifications:

A minimum of 5 years of working experience as a Python Developer
Expertise in at least one popular Python framework (like Django, Flask or Pyramid)
A deep understanding and multi-process architecture and the threading limitations of Python.
Experience with Web Scraping utilizing Python tools. (AWS Texttrack or open source Tesseract OCR)
Ability to integrate multiple data sources into a single system.
Knowledge of object-relational mapping (ORM)
Familiarity with front-end technologies (like JavaScript, HTML, and CSS)
Ability to collaborate on projects and work independently when required.
Good problem-solving skills
Must be eligible to obtain a government security clearance. This includes going through a background check and drug screen. Some requirements for the clearance are the candidate lived in the US for the past five years and the candidate cannot have more than 6 months out of country (cumulative) in the past five years. (Military Service excluded)

Education:

Bachelor of Science degree (or greater) in computer science, Engineering or another related technical field.


"
78,Junior Software Developer,Python Developer,5c38e883973f793a,"

  The New York Jets are looking for a Junior Software Developer to join our team. In this role, you will collaborate with the development team to create applications and custom solutions to meet the unique needs of the company. We are looking for applicants familiar with full-stack web development tools and languages including JavaScript, HTML, CSS, and SQL. You should also be comfortable using a language like C#, Python, or Ruby, frameworks such as MVC.NET, and other common web technologies to develop software for various platforms.
  


  You should have a good working knowledge of programming languages, the ability to learn new technologies quickly, feel comfortable communicating and working with stakeholders, and the ability to contribute when needed as part of the overall IT department.
  


Junior Software Developer Duties and Responsibilities:


Collaborate with users and other developers to design, build, and maintain custom built applications
Learn and maintain existing codebases and projects
Build applications for various platforms using common frameworks and methods, including .NET, MVC, Single Page Applications
Troubleshoot issues and bugs with stakeholders
Provide on-call support as necessary



 Junior Software Developer Requirements & Qualifications:


Bachelor’s degree in computer science, software engineering, or experience and knowledge of software development in a related field
Experience writing web-based applications and APIs
Ability to use SQL for data retrieval and management
MS SQL database management, C#/.NET experience a plus
Experience with Azure and best security development practices a plus





GENERAL INFORMATION A background check will be conducted prior to the start of the position. The New York Jets are proud to be an equal opportunity employer. It is the policy of the Company to provide equal employment opportunities to all employees and applicants for employment without regard to race, creed, color, religion, sex, national origin, age, disability, marital status, military status, genetic information, sexual orientation, gender (including gender nonconformity, status as a transgender individual, gender identity or expression), pregnancy, childbirth or related medical conditions, sexual orientation, affectional orientation, marital status, civil union status, and domestic partnership status, age, physical or mental disability, genetic information, service in the uniformed services, or any other characteristic protected by federal, state or local law. The New York Jets are committed to providing reasonable accommodations for candidates with disabilities.
   Consistent with our commitment to maintain a safe workplace, all new hires are required to be fully vaccinated against COVID-19 and provide verification of vaccination prior to their start date, unless they receive an approved exemption under applicable law. “Fully vaccinated” refers to at least two (2) weeks after the final dose on a two-dose vaccination series (Pfizer or Moderna) or at least two (2) weeks after a single-dose COVID-19 vaccination series (Johnson and Johnson). In accordance with CDC recommendations, we recommend all new hires and employees stay up to date with their COVID-19 vaccination. “Up to Date” currently means that a person has completed their primary COVID-19 vaccine series, plus a booster vaccine, if eligible. For more information please refer to the below CDC page:
   https://www.cdc.gov/coronavirus/2019-ncov/vaccines/stay-up-to-date.html
 
"
79,Jr Python Developer,Python Developer,768478d04695e67c,"





Job Description :

As a Python Developer, your role is to apply your knowledge set to fetch data from multiple online sources, cleanse it and build APIs on top of it.

Experience : 1 – 2 Years
 Mandatory Skills And Qualifications :

1 to 2 year’s experience in core HTML , JavaScript and Python development
Should have knowledge of Regular expressions , data storage procedures.
Excellent knowledge on Web Crawling / Web scraping in Python is a must.
Develop frameworks for automating and maintaining constant flow of data from multiple sources
Basics of databases. Good troubleshooting and debugging skills
Developing highly reliable web crawlers and parsers across various websites
Extract structured / unstructured data and store them into SQL / No SQL data store.

Mail resume to HR Manager, Veracity Software Inc., 1 Austin Avenue, 1st Floor, Iselin, NJ – 08830. Ref: VS9.
 Or Email us @ info@veracity-us.com





"
80,SAP Hybris Developer,SAP Developer,60fd55b72802fb4d,"
Job Type: Contract
Job Category: IT
Job Description

Job Title: SAP Hybris Developer

 Job Summary:
 As an SAP Hybris Developer, you will be responsible for developing, customizing, and enhancing the SAP Hybris platform to meet business requirements. You will collaborate with cross-functional teams, analyze business processes, and create efficient software solutions that enhance the customer experience. This role requires deep knowledge of SAP Hybris architecture, design patterns, and best practices.

 Responsibilities and Duties:
 1. Design, develop, and implement SAP Hybris e-commerce solutions based on business requirements.
 2. Customize and extend the SAP Hybris platform to meet specific business needs.
 3. Collaborate with business analysts and solution architects to understand and document technical requirements.
 4. Write clean, efficient, and maintainable code while adhering to coding standards.
 5. Perform unit testing, code reviews, and troubleshoot technical issues.
 6. Develop and maintain technical documentation, including system designs, integration documentation, and solution blueprints.
 7. Participate in the full software development lifecycle, including planning, development, testing, and deployment.
 8. Stay up-to-date with the latest SAP Hybris trends and advancements to suggest innovative solutions.

 Qualifications and Skills:
 1. Bachelor's degree in Computer Science, Software Engineering, or a related field.
 2. At least 3 years of development experience in SAP Hybris, including implementation, customizations, and extensions.
 3. Strong knowledge of SAP Hybris architecture, data models, and integration methods.
 4. Proficient in Java, Spring Framework, Hibernate, and related technologies.
 5. Experience with front-end technologies such as HTML, CSS, JavaScript, and jQuery.
 6. Familiarity with agile software development methodologies.
 7. Ability to work independently and collaboratively in a team environment.
 8. Excellent problem-solving and analytical skills.
 9. Strong verbal and written communication abilities.
 10. Detail-oriented and quality-focused mindset.
 11. Familiarity with SAP Commerce Cloud is a plus.
 12. SAP Hybris certification is highly desirable.

 Hashtags: 
#SAPHybrisDeveloper #SAPHybrisDevelopment #HybrisDeveloper #SAPHybris #EcommerceDeveloper #SoftwareDeveloper #JavaDeveloper #HybrisCustomization #HybrisExtensions #HybrisArchitecture #USJobs #TechJobs #JobOpportunity #SoftwareEngineering #TechnologyCareer

Required Skills Cloud Developer
"
81,SAP Hybris Developer,SAP Developer,004a4890ffe37d18,"


An intermediate level SAP Java/Hybris Developer with experience in implementing B2B and B2C SAP Hybris. Strong development experience and the ability to use industry knowledge to relate to customer needs in order to resolve their concerns with high focus.
The key skills are

2-3 years of experience using Hybris and Java development experience.
Experience with PCM, WCMS, Search and Browse, Cart Checkout, Order orchestration.
Experience in development of B2B and B2C Framework.
Experience in JAVA Object Oriented programming.
Experience with Java/Spring MVC and web applications (HTML, REST, JavaScript).
Demonstrated experience in multiple web technologies including.
Working knowledge of multiple web and application tier technologies.
Knowledge of HTTP HTML and XML is required.
BE/BTech or MS in CS, CE, SE, or ECE.
Good written and verbal communication skills.
A positive outlook, interest in adapting to new technologies, a passion for software engineering and the ability to work as part of a team.













Employment Type


Full-Time (W-2), C2C




Total Compensation


$72,000 – 75,000/Annum; $52/hr on C2C




Locations


Starkville, MS | Columbia, SC | Philadelphia, PA | Hillsboro, OR




Work Authorization


CPT, OPT EAD, H1, H4 EAD, GC, US Citizen





"
